first_name,last_name,product_name,product_type,sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel
GERI,Farrell,Critical Illness Platinum,health insurance,2099,590,2861,Critical Illness Platinum health insurance Product Support,2021-09-29 00:00:00.000,2021-09-29 00:00:00.000,Product Support,Phone Banking
GERI,Farrell,Critical Illness Platinum,health insurance,1098,590,2861,Critical Illness Platinum health insurance Complaint,2021-09-29 00:00:00.000,2021-09-29 00:00:00.000,Complaint,Branch
GERI,Farrell,Private Car Insurance,motor insurance,2470,590,1064,Private Car Insurance motor insurance Complaint,2021-09-29 00:00:00.000,2021-09-29 00:00:00.000,Complaint,Net Banking
GERI,Farrell,Private Car Insurance,motor insurance,353,590,650,Private Car Insurance motor insurance Enquiry,2021-09-29 00:00:00.000,2021-09-29 00:00:00.000,Enquiry,Phone Banking
GINO,Shrieves,Private Car Insurance,motor insurance,1545,12,1130,Private Car Insurance motor insurance Product Support,2021-09-28 00:00:00.000,2021-09-28 00:00:00.000,Product Support,Branch
MAXY,Algeo,Emergency Personal Loan,Personal Loan,2125,18,1636,Emergency Personal Loan Personal Loan Product Support,2021-09-27 00:00:00.000,2021-09-27 00:00:00.000,Product Support,Net Banking
MAXY,Algeo,Emergency Personal Loan,Personal Loan,1035,18,1636,Emergency Personal Loan Personal Loan Complaint,2021-09-27 00:00:00.000,2021-09-27 00:00:00.000,Complaint,Branch
BOBINE,Napoleon,National Home Loan,home loan,1779,81,467,National Home Loan home loan Complaint,2021-09-26 00:00:00.000,2021-09-26 00:00:00.000,Complaint,Branch
EVERED,Mawdsley,Ergo Home Insurance,home insurance,1980,867,1408,Ergo Home Insurance home insurance Product Support,2021-09-25 00:00:00.000,2021-09-26 00:00:00.000,Product Support,Branch
EVERED,Mawdsley,Ergo Home Insurance,home insurance,1903,867,1408,Ergo Home Insurance home insurance Enquiry,2021-09-25 00:00:00.000,2021-09-26 00:00:00.000,Enquiry,Net Banking
EVERED,Mawdsley,Ergo Home Insurance,home insurance,844,867,1408,Ergo Home Insurance home insurance Complaint,2021-09-25 00:00:00.000,2021-09-26 00:00:00.000,Complaint,Net Banking
DOUGLAS,Henrichs,Ultima Current Account,current account,427,944,240,SavingsMax Account current account Enquiry,2021-09-23 00:00:00.000,2021-09-25 00:00:00.000,Enquiry,Net Banking
ERINNA,Senten,New Car Loan,car loan,2012,783,335,New Car Loan car loan Product Support,2021-09-21 00:00:00.000,2021-09-22 00:00:00.000,Product Support,Phone Banking
LINOEL,Gaish,National Life Cancer Care,life insurance,2364,509,3321,National Life Cancer Care life insurance Product Support,2021-09-21 00:00:00.000,2021-09-21 00:00:00.000,Product Support,Branch
LINOEL,Gaish,National Life Cancer Care,life insurance,1555,509,3321,National Life Cancer Care life insurance Complaint,2021-09-21 00:00:00.000,2021-09-21 00:00:00.000,Complaint,Net Banking
LINOEL,Gaish,SavingsMax Account,savings account,1546,509,4532,SavingsMax Account savings account Enquiry,2021-09-21 00:00:00.000,2021-09-21 00:00:00.000,Enquiry,Net Banking
LINOEL,Gaish,SavingsMax Account,savings account,731,509,4532,SavingsMax Account savings account Complaint,2021-09-21 00:00:00.000,2021-09-21 00:00:00.000,Complaint,Phone Banking
CALLIE,Zoellner,Ultima Current Account,current account,2863,658,2330,SavingsMax Account current account Complaint,2021-09-19 00:00:00.000,2021-09-19 00:00:00.000,Complaint,Net Banking
CALLIE,Zoellner,Ultima Current Account,current account,1152,658,2330,SavingsMax Account current account Product Support,2021-09-19 00:00:00.000,2021-09-19 00:00:00.000,Product Support,Branch
CALLIE,Zoellner,Ultima Current Account,current account,101,658,2330,SavingsMax Account current account Complaint,2021-09-19 00:00:00.000,2021-09-19 00:00:00.000,Complaint,Phone Banking
SHEEREE,Vinau,National Home Loan,home loan,2286,225,3637,National Home Loan home loan Enquiry,2021-09-17 00:00:00.000,2021-09-17 00:00:00.000,Enquiry,Branch
SHEEREE,Vinau,National Home Loan,home loan,1842,225,3637,National Home Loan home loan Complaint,2021-09-17 00:00:00.000,2021-09-17 00:00:00.000,Complaint,Branch
LESLEY,Halksworth,Private Car Insurance,motor insurance,2930,287,3671,Private Car Insurance motor insurance Product Support,2021-09-17 00:00:00.000,2021-09-17 00:00:00.000,Product Support,Phone Banking
LURLINE,Cookney,Critical Illness Platinum,health insurance,276,513,820,Critical Illness Platinum health insurance Product Support,2021-09-16 00:00:00.000,2021-09-16 00:00:00.000,Product Support,Branch
ANNIE,Mitskevich,Ergo Home Insurance,home insurance,1698,122,308,Ergo Home Insurance home insurance Product Support,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Product Support,Branch
ANNIE,Mitskevich,Ergo Home Insurance,home insurance,610,122,308,Ergo Home Insurance home insurance Complaint,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Complaint,Net Banking
EMILIE,Smallacombe,Ergo Home Insurance,home insurance,727,605,2200,Ergo Home Insurance home insurance Complaint,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Complaint,Net Banking
IVORY,Goggin,National Life Cancer Care,life insurance,434,306,4403,National Life Cancer Care life insurance Complaint,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Complaint,Phone Banking
WILONE,Goodlad,National Home Loan,home loan,2784,204,4687,National Home Loan home loan Complaint,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Complaint,Branch
WILONE,Goodlad,National Home Loan,home loan,982,204,4687,National Home Loan home loan Enquiry,2021-09-14 00:00:00.000,2021-09-14 00:00:00.000,Enquiry,Net Banking
JOELLY,Kempstone,Super Saver Facility,fixed deposit,1341,338,2514,Super Saver Facility fixed deposit Complaint,2021-03-20 00:00:00.000,2021-03-20 00:00:00.000,Complaint,Branch
ROZ,Waller-Bridge,Ergo Home Insurance,home insurance,2631,925,4013,Ergo Home Insurance home insurance Product Support,2021-09-13 00:00:00.000,2021-09-15 00:00:00.000,Product Support,Branch
BOBINE,Napoleon,New Car Loan,car loan,1053,81,2275,New Car Loan car loan Product Support,2021-09-12 00:00:00.000,2021-09-12 00:00:00.000,Product Support,Branch
EMILI,Reely,Critical Illness Platinum,health insurance,2773,758,4692,Critical Illness Platinum health insurance Product Support,2021-09-12 00:00:00.000,2021-09-13 00:00:00.000,Product Support,Net Banking
EMILI,Reely,Critical Illness Platinum,health insurance,767,758,4692,Critical Illness Platinum health insurance Enquiry,2021-09-12 00:00:00.000,2021-09-13 00:00:00.000,Enquiry,Phone Banking
HELENELIZABETH,Champley,SavingsMax Account,savings account,2312,290,4957,SavingsMax Account savings account Complaint,2021-09-11 00:00:00.000,2021-09-11 00:00:00.000,Complaint,Phone Banking
HELENELIZABETH,Champley,SavingsMax Account,savings account,1097,290,4957,SavingsMax Account savings account Product Support,2021-09-11 00:00:00.000,2021-09-11 00:00:00.000,Product Support,Phone Banking
MURRY,Bigham,Sweep In Facility,fixed deposit,2151,346,105,Sweep In Facility fixed deposit Complaint,2021-09-07 00:00:00.000,2021-09-07 00:00:00.000,Complaint,Branch
MURRY,Bigham,Sweep In Facility,fixed deposit,2107,346,105,Sweep In Facility fixed deposit Product Support,2021-12-30 00:00:00.000,2021-12-30 00:00:00.000,Product Support,Net Banking
FILIP,Boobyer,Life Easy Health,life insurance,461,739,4168,Life Easy Health life insurance Product Support,2021-09-10 00:00:00.000,2021-09-11 00:00:00.000,Product Support,Phone Banking
FILIP,Boobyer,Life Easy Health,life insurance,123,739,4168,Life Easy Health life insurance Complaint,2021-09-10 00:00:00.000,2021-09-11 00:00:00.000,Complaint,Branch
ASHLY,Matteucci,National Home Loan,home loan,853,387,1006,National Home Loan home loan Enquiry,2021-09-10 00:00:00.000,2021-09-10 00:00:00.000,Enquiry,Net Banking
KATHLEEN,Bracken,SavingsMax Account,savings account,881,723,4695,SavingsMax Account savings account Enquiry,2021-09-09 00:00:00.000,2021-09-10 00:00:00.000,Enquiry,Phone Banking
TONIA,Lagneaux,Critical Illness Platinum,health insurance,59,788,3674,Critical Illness Platinum health insurance Complaint,2021-09-09 00:00:00.000,2021-09-10 00:00:00.000,Complaint,Phone Banking
CECE,Marvel,Private Car Insurance,motor insurance,55,825,1562,Private Car Insurance motor insurance Enquiry,2021-09-08 00:00:00.000,2021-09-09 00:00:00.000,Enquiry,Net Banking
ZELDA,Schultheiss,SavingsMax Account,savings account,1047,167,2827,SavingsMax Account savings account Enquiry,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,Enquiry,Branch
ZELDA,Schultheiss,SavingsMax Account,savings account,438,167,2827,SavingsMax Account savings account Product Support,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,Product Support,Branch
DOM,Strangman,Ultima Current Account,current account,430,543,795,SavingsMax Account current account Complaint,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,Complaint,Net Banking
SABA,Kedie,Life Easy Health,life insurance,1905,877,3710,Life Easy Health life insurance Enquiry,2021-09-05 00:00:00.000,2021-09-06 00:00:00.000,Enquiry,Branch
SABA,Kedie,Life Easy Health,life insurance,1012,877,3710,Life Easy Health life insurance Product Support,2021-09-05 00:00:00.000,2021-09-06 00:00:00.000,Product Support,Net Banking
BRYAN,Driuzzi,Life Easy Health,life insurance,2380,234,842,Life Easy Health life insurance Complaint,2021-09-05 00:00:00.000,2021-09-05 00:00:00.000,Complaint,Net Banking
BRYAN,Driuzzi,Life Easy Health,life insurance,2376,234,842,Life Easy Health life insurance Enquiry,2021-09-05 00:00:00.000,2021-09-05 00:00:00.000,Enquiry,Branch
BRYAN,Driuzzi,Life Easy Health,life insurance,398,234,842,Life Easy Health life insurance Product Support,2021-09-05 00:00:00.000,2021-09-05 00:00:00.000,Product Support,Phone Banking
BRYAN,Driuzzi,Foreign Education Loan,educational loan,2726,234,2970,Foreign Education Loan educational loan Complaint,2021-09-05 00:00:00.000,2021-09-05 00:00:00.000,Complaint,Phone Banking
BRYAN,Driuzzi,Foreign Education Loan,educational loan,2323,234,2970,Foreign Education Loan educational loan Product Support,2021-09-05 00:00:00.000,2021-09-05 00:00:00.000,Product Support,Net Banking
BRYAN,Driuzzi,Ergo Home Insurance,home insurance,1739,234,4129,Ergo Home Insurance home insurance Product Support,2021-09-05 00:00:00.000,2021-09-05 00:00:00.000,Product Support,Phone Banking
ANATOLLO,Drable,New Car Loan,car loan,1664,521,409,New Car Loan car loan Product Support,2021-09-04 00:00:00.000,2021-09-04 00:00:00.000,Product Support,Phone Banking
ANATOLLO,Drable,New Car Loan,car loan,997,521,1396,New Car Loan car loan Enquiry,2021-09-04 00:00:00.000,2021-09-04 00:00:00.000,Enquiry,Net Banking
WYNNY,Plumridge,Critical Illness Platinum,health insurance,229,169,749,Critical Illness Platinum health insurance Product Support,2021-09-04 00:00:00.000,2021-09-04 00:00:00.000,Product Support,Net Banking
WYNNY,Plumridge,National Home Loan,home loan,1984,169,4516,National Home Loan home loan Complaint,2021-09-04 00:00:00.000,2021-09-04 00:00:00.000,Complaint,Net Banking
XEVER,Ferrario,Life Easy Health,life insurance,1346,553,4329,Life Easy Health life insurance Product Support,2021-09-03 00:00:00.000,2021-09-03 00:00:00.000,Product Support,Phone Banking
XEVER,Ferrario,Life Easy Health,life insurance,1059,553,4329,Life Easy Health life insurance Complaint,2021-09-03 00:00:00.000,2021-09-03 00:00:00.000,Complaint,Branch
WAYLON,Lighten,SavingsMax Account,savings account,2235,62,148,SavingsMax Account savings account Product Support,2021-09-02 00:00:00.000,2021-09-02 00:00:00.000,Product Support,Branch
DAEL,Caven,Ultima Current Account,current account,269,207,2662,SavingsMax Account current account Complaint,2021-09-02 00:00:00.000,2021-09-02 00:00:00.000,Complaint,Phone Banking
ANDY,Barson,Foreign Education Loan,educational loan,2665,97,2244,Foreign Education Loan educational loan Product Support,2021-09-01 00:00:00.000,2021-09-01 00:00:00.000,Product Support,Net Banking
ANDY,Barson,Ergo Home Insurance,home insurance,1761,97,2545,Ergo Home Insurance home insurance Enquiry,2021-09-01 00:00:00.000,2021-09-01 00:00:00.000,Enquiry,Branch
ANDY,Barson,Ergo Home Insurance,home insurance,69,97,2545,Ergo Home Insurance home insurance Complaint,2021-09-01 00:00:00.000,2021-09-01 00:00:00.000,Complaint,Branch
JULINE,Feathersby,National Home Loan,home loan,2601,564,1524,National Home Loan home loan Product Support,2021-09-01 00:00:00.000,2021-09-01 00:00:00.000,Product Support,Branch
TOBIN,Maciejak,Private Car Insurance,motor insurance,4,899,1273,Private Car Insurance motor insurance Complaint,2021-08-31 00:00:00.000,2021-09-01 00:00:00.000,Complaint,Net Banking
GRAYCE,Soppeth,Critical Illness Platinum,health insurance,879,866,4472,Critical Illness Platinum health insurance Complaint,2021-08-29 00:00:00.000,2021-08-30 00:00:00.000,Complaint,Branch
GRAYCE,Soppeth,Ergo Home Insurance,home insurance,2065,866,265,Ergo Home Insurance home insurance Enquiry,2021-08-29 00:00:00.000,2021-08-30 00:00:00.000,Enquiry,Net Banking
FINA,Clash,New Car Loan,car loan,1393,281,2172,New Car Loan car loan Enquiry,2021-08-29 00:00:00.000,2021-08-29 00:00:00.000,Enquiry,Net Banking
FINA,Clash,New Car Loan,car loan,402,281,2172,New Car Loan car loan Product Support,2021-08-29 00:00:00.000,2021-08-29 00:00:00.000,Product Support,Branch
ZEDEKIAH,Boothebie,Foreign Education Loan,educational loan,1781,613,4912,Foreign Education Loan educational loan Product Support,2021-08-29 00:00:00.000,2021-08-29 00:00:00.000,Product Support,Phone Banking
ZEDEKIAH,Boothebie,Foreign Education Loan,educational loan,1540,613,4912,Foreign Education Loan educational loan Complaint,2021-08-29 00:00:00.000,2021-08-29 00:00:00.000,Complaint,Net Banking
ALBIE,Fluin,New Car Loan,car loan,2506,857,1921,New Car Loan car loan Complaint,2021-08-29 00:00:00.000,2021-08-30 00:00:00.000,Complaint,Net Banking
ANNIE,Mitskevich,Foreign Education Loan,educational loan,680,122,2413,Foreign Education Loan educational loan Complaint,2021-08-28 00:00:00.000,2021-08-28 00:00:00.000,Complaint,Phone Banking
JANET,Loughrey,Ergo Home Insurance,home insurance,1836,694,2587,Ergo Home Insurance home insurance Complaint,2021-08-28 00:00:00.000,2021-08-28 00:00:00.000,Complaint,Branch
SIGFRIED,Perryn,Life Easy Health,life insurance,2429,193,976,Life Easy Health life insurance Complaint,2021-08-27 00:00:00.000,2021-08-27 00:00:00.000,Complaint,Phone Banking
PURCELL,Bravery,Critical Illness Platinum,health insurance,2236,754,3581,Critical Illness Platinum health insurance Complaint,2021-08-26 00:00:00.000,2021-08-27 00:00:00.000,Complaint,Net Banking
CATHRIN,Trillo,SavingsMax Account,savings account,1632,165,4371,SavingsMax Account savings account Enquiry,2021-08-26 00:00:00.000,2021-08-26 00:00:00.000,Enquiry,Branch
CATHRIN,Trillo,Ergo Home Insurance,home insurance,641,165,1899,Ergo Home Insurance home insurance Complaint,2021-08-26 00:00:00.000,2021-08-26 00:00:00.000,Complaint,Phone Banking
DOUGLAS,Henrichs,SavingsMax Account,savings account,2331,944,4594,SavingsMax Account savings account Product Support,2021-08-25 00:00:00.000,2021-08-27 00:00:00.000,Product Support,Branch
KATHRYNE,Dulinty,Super Saver Facility,fixed deposit,2237,353,3884,Super Saver Facility fixed deposit Product Support,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,Product Support,Phone Banking
KATHRYNE,Dulinty,Super Saver Facility,fixed deposit,1203,353,3884,Super Saver Facility fixed deposit Enquiry,2021-08-09 00:00:00.000,2021-08-09 00:00:00.000,Enquiry,Branch
RAM,Holson,Emergency Personal Loan,Personal Loan,1864,672,1816,Emergency Personal Loan Personal Loan Enquiry,2021-08-24 00:00:00.000,2021-08-24 00:00:00.000,Enquiry,Net Banking
RAM,Holson,Private Car Insurance,motor insurance,1587,672,906,Private Car Insurance motor insurance Complaint,2021-08-24 00:00:00.000,2021-08-24 00:00:00.000,Complaint,Branch
RAM,Holson,National Home Loan,home loan,1839,672,4423,National Home Loan home loan Product Support,2021-08-24 00:00:00.000,2021-08-24 00:00:00.000,Product Support,Branch
RAM,Holson,SavingsMax Account,savings account,2193,672,3972,SavingsMax Account savings account Complaint,2021-08-24 00:00:00.000,2021-08-24 00:00:00.000,Complaint,Branch
EDDY,Burlingham,Critical Illness Platinum,health insurance,1145,184,477,Critical Illness Platinum health insurance Enquiry,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Enquiry,Phone Banking
EDDY,Burlingham,Life Easy Health,life insurance,2187,184,329,Life Easy Health life insurance Product Support,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Product Support,Branch
EDDY,Burlingham,Life Easy Health,life insurance,2596,184,1801,Life Easy Health life insurance Complaint,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Complaint,Net Banking
EDDY,Burlingham,Foreign Education Loan,educational loan,1645,184,2728,Foreign Education Loan educational loan Product Support,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Product Support,Net Banking
ANNABELA,Quickfall,Emergency Personal Loan,Personal Loan,769,123,1510,Emergency Personal Loan Personal Loan Product Support,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Product Support,Net Banking
ANNABELA,Quickfall,SavingsMax Account,savings account,645,123,896,SavingsMax Account savings account Enquiry,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Enquiry,Branch
ANNABELA,Quickfall,Home Gaurd Insurance,home insurance,2716,123,1020,Home Gaurd Insurance home insurance Product Support,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Product Support,Net Banking
ANNABELA,Quickfall,Home Gaurd Insurance,home insurance,1917,123,1020,Home Gaurd Insurance home insurance Complaint,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Complaint,Branch
ANNABELA,Quickfall,Home Gaurd Insurance,home insurance,31,123,1020,Home Gaurd Insurance home insurance Complaint,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,Complaint,Net Banking
ANNIE,Mitskevich,National Home Loan,home loan,441,122,516,National Home Loan home loan Product Support,2021-08-22 00:00:00.000,2021-08-22 00:00:00.000,Product Support,Branch
DEHLIA,Baccup,Foreign Education Loan,educational loan,1019,661,4628,Foreign Education Loan educational loan Enquiry,2021-08-22 00:00:00.000,2021-08-22 00:00:00.000,Enquiry,Phone Banking
JULIETA,Dabbs,SavingsMax Account,savings account,1041,593,4909,SavingsMax Account savings account Complaint,2021-08-21 00:00:00.000,2021-08-21 00:00:00.000,Complaint,Branch
JULIETA,Dabbs,Apex Current Account,current account,2971,593,4236,SavingsMax Account current account Product Support,2021-08-21 00:00:00.000,2021-08-21 00:00:00.000,Product Support,Net Banking
JULIETA,Dabbs,National Home Loan,home loan,1180,593,490,National Home Loan home loan Complaint,2021-08-21 00:00:00.000,2021-08-21 00:00:00.000,Complaint,Net Banking
SUZI,Philippon,Regular Fixed Deposit,fixed deposit,1925,357,3798,Regular Fixed Deposit fixed deposit Product Support,2021-02-15 00:00:00.000,2021-02-15 00:00:00.000,Product Support,Phone Banking
ELLSWERTH,Lavielle,New Car Loan,car loan,2907,822,1773,New Car Loan car loan Enquiry,2021-08-21 00:00:00.000,2021-08-22 00:00:00.000,Enquiry,Branch
MONTI,McLleese,Critical Illness Platinum,health insurance,1924,937,2222,Critical Illness Platinum health insurance Product Support,2021-08-20 00:00:00.000,2021-08-22 00:00:00.000,Product Support,Net Banking
NOMI,Matfin,Emergency Personal Loan,Personal Loan,2685,181,2574,Emergency Personal Loan Personal Loan Enquiry,2021-08-19 00:00:00.000,2021-08-19 00:00:00.000,Enquiry,Branch
RICARDO,Rumin,Foreign Education Loan,educational loan,1090,48,3573,Foreign Education Loan educational loan Complaint,2021-08-17 00:00:00.000,2021-08-17 00:00:00.000,Complaint,Net Banking
RICARDO,Rumin,SavingsMax Account,savings account,2901,48,948,SavingsMax Account savings account Complaint,2021-08-17 00:00:00.000,2021-08-17 00:00:00.000,Complaint,Branch
RICARDO,Rumin,SavingsMax Account,savings account,2551,48,948,SavingsMax Account savings account Product Support,2021-08-17 00:00:00.000,2021-08-17 00:00:00.000,Product Support,Net Banking
PAQUITO,Shea,Emergency Personal Loan,Personal Loan,2367,956,2442,Emergency Personal Loan Personal Loan Product Support,2021-08-16 00:00:00.000,2021-08-18 00:00:00.000,Product Support,Branch
MARILLIN,Roumier,National Home Loan,home loan,1863,632,1681,National Home Loan home loan Product Support,2021-08-15 00:00:00.000,2021-08-15 00:00:00.000,Product Support,Branch
MALCOLM,Palmar,National Home Loan,home loan,2997,629,4312,National Home Loan home loan Product Support,2021-08-15 00:00:00.000,2021-08-15 00:00:00.000,Product Support,Branch
MARILLIN,Roumier,New Car Loan,car loan,2918,632,396,New Car Loan car loan Complaint,2021-08-15 00:00:00.000,2021-08-15 00:00:00.000,Complaint,Phone Banking
SANDOR,Jumel,Critical Illness Platinum,health insurance,1866,936,1631,Critical Illness Platinum health insurance Complaint,2021-08-15 00:00:00.000,2021-08-17 00:00:00.000,Complaint,Branch
KENON,Vesque,Apex Current Account,current account,2328,808,1233,SavingsMax Account current account Enquiry,2021-08-14 00:00:00.000,2021-08-15 00:00:00.000,Enquiry,Branch
KENON,Vesque,National Home Loan,home loan,540,808,3459,National Home Loan home loan Product Support,2021-08-14 00:00:00.000,2021-08-15 00:00:00.000,Product Support,Branch
KENON,Vesque,SavingsMax Account,savings account,508,808,2814,SavingsMax Account savings account Complaint,2021-08-14 00:00:00.000,2021-08-15 00:00:00.000,Complaint,Net Banking
YETTA,Riccardi,Super Saver Facility,fixed deposit,1211,366,3384,Super Saver Facility fixed deposit Enquiry,2021-05-02 00:00:00.000,2021-05-02 00:00:00.000,Enquiry,Phone Banking
MELVA,Russell,Emergency Personal Loan,Personal Loan,2038,300,908,Emergency Personal Loan Personal Loan Product Support,2021-08-14 00:00:00.000,2021-08-14 00:00:00.000,Product Support,Net Banking
MELVA,Russell,Emergency Personal Loan,Personal Loan,996,300,908,Emergency Personal Loan Personal Loan Complaint,2021-08-14 00:00:00.000,2021-08-14 00:00:00.000,Complaint,Branch
FRANCINE,Pollak,New Car Loan,car loan,1951,98,4269,New Car Loan car loan Enquiry,2021-08-13 00:00:00.000,2021-08-13 00:00:00.000,Enquiry,Net Banking
FRANCINE,Pollak,Foreign Education Loan,educational loan,1930,98,3074,Foreign Education Loan educational loan Product Support,2021-08-13 00:00:00.000,2021-08-13 00:00:00.000,Product Support,Net Banking
FRANCINE,Pollak,Emergency Personal Loan,Personal Loan,520,98,2523,Emergency Personal Loan Personal Loan Product Support,2021-08-13 00:00:00.000,2021-08-13 00:00:00.000,Product Support,Net Banking
FRANCINE,Pollak,Foreign Education Loan,educational loan,2124,98,2589,Foreign Education Loan educational loan Complaint,2021-08-13 00:00:00.000,2021-08-13 00:00:00.000,Complaint,Branch
MELVA,Russell,Life Easy Health,life insurance,614,300,4090,Life Easy Health life insurance Complaint,2021-08-13 00:00:00.000,2021-08-13 00:00:00.000,Complaint,Phone Banking
DEBORAH,Braganca,National Home Loan,home loan,2430,562,203,National Home Loan home loan Enquiry,2021-08-12 00:00:00.000,2021-08-12 00:00:00.000,Enquiry,Branch
ELMIRA,Swannick,Life Easy Health,life insurance,878,466,3067,Life Easy Health life insurance Enquiry,2021-08-12 00:00:00.000,2021-08-12 00:00:00.000,Enquiry,Phone Banking
GUY,Deschelle,Private Car Insurance,motor insurance,2728,837,3627,Private Car Insurance motor insurance Product Support,2021-08-12 00:00:00.000,2021-08-13 00:00:00.000,Product Support,Net Banking
WAINWRIGHT,Bane,Emergency Personal Loan,Personal Loan,2564,22,4636,Emergency Personal Loan Personal Loan Product Support,2021-08-12 00:00:00.000,2021-08-12 00:00:00.000,Product Support,Phone Banking
FLORENTIA,Weddup,Private Car Insurance,motor insurance,201,612,1683,Private Car Insurance motor insurance Enquiry,2021-08-11 00:00:00.000,2021-08-11 00:00:00.000,Enquiry,Branch
YOKO,Phizaclea,Home Gaurd Insurance,home insurance,1934,851,3503,Home Gaurd Insurance home insurance Complaint,2021-08-11 00:00:00.000,2021-08-12 00:00:00.000,Complaint,Phone Banking
WERNER,Petracek,Regular Fixed Deposit,fixed deposit,882,368,3206,Regular Fixed Deposit fixed deposit Complaint,2021-03-07 00:00:00.000,2021-03-07 00:00:00.000,Complaint,Branch
LUELLA,Sailer,New Car Loan,car loan,500,264,4396,New Car Loan car loan Enquiry,2021-08-09 00:00:00.000,2021-08-09 00:00:00.000,Enquiry,Phone Banking
SI,Backshaw,National Home Loan,home loan,154,454,2261,National Home Loan home loan Complaint,2021-08-08 00:00:00.000,2021-08-08 00:00:00.000,Complaint,Net Banking
KALILA,Sore,Life Easy Health,life insurance,929,78,933,Life Easy Health life insurance Complaint,2021-08-08 00:00:00.000,2021-08-08 00:00:00.000,Complaint,Phone Banking
NANA,Gower,Life Easy Health,life insurance,2550,3,3940,Life Easy Health life insurance Complaint,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Complaint,Branch
NANA,Gower,Life Easy Health,life insurance,2438,3,3940,Life Easy Health life insurance Enquiry,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Enquiry,Phone Banking
NANA,Gower,Private Car Insurance,motor insurance,2482,3,3334,Private Car Insurance motor insurance Product Support,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Product Support,Net Banking
CHRISSIE,Franchi,Life Easy Health,life insurance,2889,472,282,Life Easy Health life insurance Product Support,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Product Support,Branch
CHRISSIE,Franchi,Life Easy Health,life insurance,1003,472,282,Life Easy Health life insurance Product Support,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Product Support,Net Banking
CHRISSIE,Franchi,Life Easy Health,life insurance,79,472,282,Life Easy Health life insurance Complaint,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Complaint,Net Banking
CHRISSIE,Franchi,Life Easy Health,life insurance,66,472,282,Life Easy Health life insurance Complaint,2021-08-06 00:00:00.000,2021-08-06 00:00:00.000,Complaint,Branch
OPALINE,Rodson,Private Car Insurance,motor insurance,590,374,1828,Private Car Insurance motor insurance Complaint,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Complaint,Phone Banking
TESSY,Sapsford,Emergency Personal Loan,Personal Loan,2421,143,990,Emergency Personal Loan Personal Loan Complaint,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Complaint,Branch
HANS,Bohden,Private Car Insurance,motor insurance,2751,104,58,Private Car Insurance motor insurance Complaint,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Complaint,Branch
HANS,Bohden,Emergency Personal Loan,Personal Loan,1329,104,4604,Emergency Personal Loan Personal Loan Product Support,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Product Support,Branch
HANS,Bohden,Emergency Personal Loan,Personal Loan,717,104,4604,Emergency Personal Loan Personal Loan Complaint,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Complaint,Branch
HANS,Bohden,Emergency Personal Loan,Personal Loan,685,104,4604,Emergency Personal Loan Personal Loan Product Support,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Product Support,Net Banking
HODGE,Chastang,Foreign Education Loan,educational loan,2494,507,3521,Foreign Education Loan educational loan Product Support,2021-08-05 00:00:00.000,2021-08-05 00:00:00.000,Product Support,Net Banking
KEN,Sexten,Ultima Current Account,current account,177,805,494,SavingsMax Account current account Enquiry,2021-08-05 00:00:00.000,2021-08-06 00:00:00.000,Enquiry,Branch
BEATRIX,Prise,National Home Loan,home loan,2616,408,681,National Home Loan home loan Product Support,2021-08-04 00:00:00.000,2021-08-04 00:00:00.000,Product Support,Branch
JUSTINE,Vedishchev,SavingsMax Account,savings account,1218,902,3582,SavingsMax Account savings account Enquiry,2021-08-04 00:00:00.000,2021-08-06 00:00:00.000,Enquiry,Branch
